app_name,release_date,item_id,precio
Going Astray,2017-10-10,715430,4.99
Magic matchstick,2017-09-01,718660,0.99
Jam Studio VR - Disney Phineas and Ferb Bundle,2017-10-10,730070,4.99
C2H6O,2017-09-11,714350,1.99
Insert Paper,2017-10-10,661490,4.99
Where Are My Friends?,2017-10-10,721350,7.99
Rocket League® – Fast & Furious™ '99 Nissan Skyline GT-R R34,2017-10-09,675290,1.99
Rocket League® – Fast & Furious™ '70 Dodge® Charger R/T,2017-10-09,675280,1.99
Time Up,2017-10-10,714280,1.99
Fantasy Grounds - Mythic Monster #7: Inner Planes (PFRPG),2017-10-10,731780,7.99
Fantasy Grounds - Treasury of the City (PFRPG),2017-10-10,732170,5.99
Premier Buggy Racing Tour,2017-10-10,716600,4.99
ELE BLAZE,2017-10-10,719370,3.99
Dragon Glory,2017-10-10,673940,0.0
Escape from here,2017-10-10,722220,2.99
Take Off - The Flight Simulator,2017-10-10,657470,6.99
DiamondFalls,2017-10-10,718840,4.99
Bitcoin Collector: Spinners Attack,2017-10-10,722020,0.99
PhotoZoom Classic 6,2017-10-10,583860,49.99
Salty Fish Go!,2017-10-10,656090,0.99
Rotatorix,2017-10-02,716130,2.99
Princess.Loot.Pixel.Again x2,2017-10-10,718090,4.99
iHUGU,2017-09-21,703050,4.99
Cybercube,2017-09-22,656880,2.99
unWorded,2017-10-10,687900,3.99
Machine Made: Rebirth,2017-10-10,485390,4.99
Zombie Solitaire 2 Chapter 2,2017-10-09,623170,6.99
Captain vs Sky Pirates,2017-10-10,722340,2.99
OVO Smash!,2017-10-10,719130,5.99
Fidget Spinner Editor,2017-10-09,715370,0.99
Maze Trials,2017-10-09,704660,4.99
Pigeon Fight,2017-10-09,520370,4.99
Middle-earth™: Shadow of War™ 4K Cinematic Pack,2017-10-09,666840,0.0
Middle-earth™: Shadow of War™ High Resolution Texture Pack,2017-10-09,561950,0.0
Middle-earth™: Shadow of War™,2017-10-09,356190,59.99
Incline,2017-10-09,668170,0.0
Middle-earth™: Shadow of War™ Starter Bundle,2017-10-09,629580,2.99
Middle-earth™: Shadow of War™ Expansion Pass,2017-10-09,716270,39.99
Banana Town,2017-10-12,722540,39.99
Rainbow Snake,2017-10-07,717950,0.99
Free Bowling 3D,2017-10-07,719610,0.99
Bestseller: Curse of the Golden Owl,2017-10-07,591090,9.99
弹幕音乐绘 ～风雷幻奏曲～ / Barrage Musical  ~A Fantasy of Tempest~,2017-10-07,665270,9.99
HELI-COMMANDO 2017,2017-10-07,679030,3.99
Caveman Alive,2017-10-07,720470,1.99
Thaumistry: In Charm's Way,2017-10-07,532980,14.99
DungeonGOGO,2017-09-24,700610,0.99
Through Blocks,2017-10-09,698610,2.99
Hanako: Honor & Blade,2017-10-09,349510,9.99
Onironauta,2017-10-09,712610,1.99
Fallen Times,2017-10-09,712810,3.99
"""TWO DRAW""",2017-10-09,720840,0.99
Forgotten Land,2017-10-09,685990,0.99
Storms of Shambhala,2017-10-11,686580,9.99
Duel Survival,2017-10-06,711460,1.99
Portrait Drawing Fundamentals Course,2012-11-30,712540,59.99
Hyper Void,2017-10-09,568060,9.99
Winged Sakura: Endless Dream,2017-10-06,339250,19.99
Automobilista - Brazilian Touring Car Classics,2017-10-06,724720,5.99
Pinball Deluxe: Reloaded,2017-10-06,678310,7.99
Winged Sakura: Endless Dream - Art Collection,2017-10-06,721880,4.99
Winged Sakura: Endless Dream - Soundtrack,2017-10-06,721870,1.99
Press X to Not Die,2017-10-06,402330,2.99
A Matter of Murder - More Wallpapers,2017-10-05,727400,0.0
Healing The Stupid,2015-03-01,664670,4.99
CyberLink PowerDirector 16 Ultra,2017-09-26,679560,99.99
Slide!!,2017-10-06,664190,2.99
CyberLink PhotoDirector 9 Deluxe,2017-10-03,679540,59.99
CyberLink PowerDirector 16 Ultimate,2017-10-03,679570,129.99
Don't Panic!,2017-10-06,720000,1.99
Mr. Barrel,2017-10-06,713380,1.99
CAT Interstellar,2017-10-07,384740,4.99
Room 42,2017-09-06,711480,1.99
Legend of Egypt - Pharaohs Garden,2017-10-06,715320,9.99
Mashinky,2017-10-06,598960,24.99
Farkle Friends,2017-10-06,709590,7.99
F-5E: Aggressors Air Combat Maneuver Campaign,2017-10-06,685080,9.99
Civil War: 1864,2017-10-06,699860,9.99
Blasted Road Terror,2017-10-06,603330,4.99
Space Pilgrim Academy,2017-10-06,694370,1.99
Haunted Manor: Queen of Death Collector's Edition,2017-10-06,723950,12.99
Water Planet - Original Soundtrack,2017-10-05,701690,0.0
Disparity,2017-10-05,715460,0.99
The Botanist,2017-10-05,694790,6.99
ProjectFiles,2017-09-15,693760,0.0
Orb Flo,2017-10-05,674360,0.99
Crankies Workshop: Grizzbot Assembly 2,2017-10-05,719460,0.99
Splat the Blob,2017-10-05,701900,0.0
Jake's Love Story,2017-10-05,699080,4.99
Fantasy Grounds - D&D The Tortle Package,2017-10-05,727080,9.99
Loot Collection: Mahjong,2017-10-05,718350,1.99
Alien Hallway 2,2017-10-05,656450,9.99
Inmates,2017-10-05,634120,9.99
Flight Sim World: Big Bear City Airport Add-On,2017-10-05,630917,24.99
A New World: Kingdoms,2017-10-05,628650,9.99
WarMages,2017-10-05,661080,0.99
Ogre,2017-10-05,517780,24.99
Bear With Me - Episode Three,2017-10-05,698250,4.99
Beyond the Sunset 斜阳下的彼岸,2017-10-05,713260,1.99
Starpoint Gemini Warlords: Cycle of Warfare,2017-10-05,715920,9.99
Doodle God Blitz - The Rise of Egypt DLC,2017-10-05,726660,2.99
Beastmancer,2017-10-05,562250,13.99
I was here,2017-10-05,707960,4.99
JASEM: OST,2017-10-05,727630,2.99
Raw Data - OST,2017-10-05,730210,9.99
Randomizator,2017-10-05,661620,2.99
Regions Of Ruin,2018-02-08,680360,16.99
Awesomenauts - The Ringmaster (Announcer),2017-10-05,399837,3.99
Fantasy Grounds - Token Pack 96: Orcs (Token Pack),2017-10-05,728060,4.99
Fantasy Grounds - Token Pack 94: Deitys & Devils 2 (Token Pack),2017-10-05,727940,4.99
Train Simulator: Hidaka Main Line: Tomakomai - Hidaka-Mombetsu Route Add-On,2017-10-05,621925,19.99
Rocks and Rockets,2017-10-04,715470,0.99
Carried Away,2017-10-04,638000,8.99
Road Redemption,2017-10-04,300380,16.06
Nimble Bunn,2017-10-05,717450,0.99
Antaria Online,2017-10-04,679270,1.99
NBA Playgrounds - Hot ’N Frosty,2017-10-04,596760,9.99
BattleCore Arena,2017-10-04,689570,11.99
Space Ship Commander,2017-09-10,713340,1.99
Dangerous Games: Illusionist Collector's Edition,2017-10-04,723920,12.99
EMPYRE: Lords of the Sea Gates,2017-10-04,696810,29.99
Fantasy Grounds - Token Pack 93: Hybrids 2 (Token Pack),2017-10-05,727890,4.99
Omega Strike,2017-10-04,680340,12.99
Captain Firebeard and the Bay of Crows,2017-10-04,722760,5.99
Fantasy Grounds - Token Pack 95: Humanoid Monsters 2 (Token Pack),2017-10-05,728000,4.99
Captain Firebeard and the Bay of Crows OST and DC,2017-10-04,722770,1.99
Orbit Defender,2017-10-04,661380,0.99
Battle Chasers: Nightwar,2017-10-03,451020,4.68
Tom Clancy's Rainbow Six® Siege - Jäger Covert Set,2017-10-03,709170,7.99
VEmpire - The Kings of Darkness,2017-10-03,619230,13.99
VR Toolbox: Cartoon Forest Props DLC,2017-10-03,720930,1.99
Building Block Heroes,2017-10-03,695560,9.99
The Fall of Lazarus: Welcome Aboard,2017-10-04,726140,6.99
Quantum Wizard,2017-10-03,660980,9.99
Box Maze 2 - Unlock All Levels,2017-10-03,714320,0.99
Mari and the Black Tower,2017-08-19,706350,4.99
Animalia - The Quiz Game,2017-10-03,716190,1.99
Animalia The Quiz Game - Soundtrack,2017-10-03,720170,0.99
Road Redemption: Origins of Road Redemption Video,2017-10-03,727440,9.99
HEADLINER,2017-10-03,680980,2.99
Divided We Fall,2017-10-03,495580,12.99
Soundpad Demo,2016-11-09,632810,0.0
Reverie,2017-10-03,708850,1.99
PIXEL ZUMBI,2017-10-03,608630,5.99
Majestic Trials,2017-10-03,638060,12.99
Starzine,2017-10-04,701890,14.99
Rhombs,2017-09-23,717900,0.99
Campus Notes - forget me not. OST,2017-10-04,691520,0.0
Campus Notes - forget me not. OST FLAC ver.,2017-10-04,711510,0.0
Hero Rush: Mad King,2017-10-04,702190,4.99
RUTM 2017 - Season 2017/18 Update,2017-10-04,723800,8.99
Mission: Wolf,2017-10-04,718360,0.99
Tic Tac Toe LOUNGE,2017-10-04,709550,0.99
Casual Spider Solitaire,2017-09-23,722810,5.99
EVE Online: 12 Months Omega Time,2017-10-03,695743,131.4
LINX BATTLE ARENA,2017-10-04,697370,16.99
Circularity,2017-10-03,709380,0.99
CompliKATed,2017-10-04,646460,9.99
AstroShift,2017-10-03,703250,0.99
Dungeon Marathon,2017-10-03,682590,4.99
Crazy Toad,2011-01-11,716310,4.99
Infinite Minigolf - Tortuga,2017-10-03,580661,0.0
Fractured Space - Fleet Pack: All Current and Future Ships,2017-10-03,711022,49.99
Fractured Space - Ultimate Skins Pack,2017-10-03,711023,99.99
Fractured Space - Starter Pack,2017-10-03,711020,9.99
aMaze Achievements : forest,2017-10-03,710450,0.99
Fractured Space - Enhance Pack,2017-10-03,711021,19.99
Moleman 4 - Longplay (Deluxe Edition),2017-06-28,720590,6.99
Forsaken Generation,2017-10-02,711140,4.99
Fade Away,2017-09-01,711720,4.99
Devil in the Pines,2017-09-29,706280,3.99
Snakeez,2017-10-02,714620,0.99
Mutant Football League,2017-10-31,529520,24.99
TERRAGEARTH,2017-06-30,710400,7.99
Learn (Japanese) Kana The Fun Way!,2017-09-29,710970,4.99
Flood: The Prequel,2017-09-29,680880,9.99
Microsoft Allegiance,2017-09-29,700480,0.0
Titus the Fox,1992-01-01,711230,9.99
Space Live - Advent of the Net Idols,2017-09-29,421710,9.99
Escape from Planet Earth,2013-05-21,659580,3.99
8bit Invasion,2017-10-02,717370,0.99
Jewel of WonderLand,2017-10-02,716850,3.99
C:\raft,2017-10-02,386710,9.99
We Were Here: Original Soundtrack,2017-10-02,721410,3.99
Dark Skies,2013-05-14,663870,10.99
Sticks,2017-09-26,715340,1.99
The Norwood Suite - Original Soundtrack,2017-10-02,716930,4.99
The Little Hours,2017-09-22,694460,4.99
Hastilude,1900-01-01,457410,0.0
Brick Breaker Ultimate,2017-10-02,711150,0.99
Dungeons of Betrayal,2017-10-02,402940,4.99
Arrow Heads - Soundtrack,2017-09-21,717620,5.99
Extreme Real Reality HD Remix,2014-05-31,710480,0.99
Castle Clicker : Building Tycoon,2017-10-02,704040,0.0
Dark Canvas: Blood and Stone Collector's Edition,2017-10-02,723910,12.99
Achievement Hunter: Foxy,2017-10-02,710330,0.99
Ten Days in the Valley,2017-10-02,695280,2.99
The Imitation Game,2015-03-20,647310,3.99
KEEPER-the hunter of insect,2017-09-25,717200,1.99
RageBall,2017-09-29,660390,9.99
Mecho Tales,2017-09-29,714840,19.99
Road Redemption - Concept Art and Videos,2017-09-29,725880,2.99
The Harvest VR,2017-10-31,569510,0.0
River City Melee : Battle Royal Special,2017-09-29,544630,19.99
Galactic Crew,2017-09-29,693750,19.99
Jetman Go,2017-11-10,665120,7.99
aMaze Achievements : darkness,2017-09-29,710440,0.99
Hoo-Boy,2017-09-29,707870,0.99
ASSASSINATION STATION,2017-09-29,683430,4.99
GALACTIC FIELD：Strategy Edition 银河领域：策略版,2017-09-28,711970,8.99
Business Tour. Starter Pack,2017-09-26,716790,4.99
The Power Factory,2017-09-29,707860,8.99
Resurgence: Earth United,2017-09-29,674250,4.99
LOGistICAL: Chile,2017-09-29,706390,1.99
Cuphead - Official Soundtrack,2017-09-29,704710,9.99
The Great Wobo Escape,2017-09-29,564480,3.99
Cuphead,2017-09-29,268910,19.99
Eared Hero,2017-09-29,715980,1.99
Project Taurus,1900-01-01,657080,0.0
Lost Shipwreck,2017-09-29,696250,14.99
Cuco,2017-09-29,715720,0.99
Throne of Lies® The Online Game of Deceit,2017-09-29,595280,9.99
BRKÖUT,2017-09-29,616690,2.99
Labyrinths of the World: Forbidden Muse Collector's Edition,2017-09-29,695980,12.99
Arkaia: The Enigmatic Isle,2017-09-29,619010,1.99
Make a word!,2017-09-29,703870,1.99
Bermuda - Lost Survival,2017-09-29,654690,14.99
Pursuit of Power® 2 : The Chaos Dimension,1900-01-01,546120,0.0
Zup! 6 - OST,2017-09-29,723000,0.0
Hexlide,2017-09-29,684170,4.99
CANARI,2017-09-28,672010,4.99
Lance A Lot: Enhanced Edition,2017-09-28,684530,9.99
PaperCat,2017-09-28,706980,4.99
Linench,2017-09-28,719090,1.99
Pale Spectrum - Part Two of the Book of Gray Magic,2017-09-28,554180,16.99
Sponchies,2017-09-27,593670,0.99
Hare,2017-09-27,681290,0.99
Ablepsia,2017-09-27,713680,0.99
Legend of Hand,2017-09-27,595560,6.99
Legend of Hand - Collector's Extras,2017-09-27,714830,0.99
Legend of Hand - Soundtrack,2017-09-27,714831,0.99
Deep Space 69,2017-09-27,701480,5.99
ResumeMaker® Professional Deluxe 20,2017-09-27,707280,29.99
Last Stonelord,2017-09-28,641950,9.99
Cheap Golf,2017-09-27,616520,3.99
Marty Thinks 4D,2017-09-27,515890,9.99
Marty Thinks 4D Soundtrack,2017-09-27,722720,3.99
Senko no Ronde 2 - Voice Pack,2017-09-27,723320,0.0
Restoration: Nightmare Chronicles,2017-09-27,707330,0.0
Brilliant Shadows - Soundtrack,2017-09-27,435370,0.0
Descent: Road to Legend - Trials of Frostgate,2017-09-27,712330,4.99
Senko no Ronde 2 - Rounder Karel,2017-09-27,698224,0.0
Senko no Ronde 2 - Rounder Lili,2017-09-27,698223,0.0
Hentai - Soundtrack Of The Year (SOTY),2017-09-27,723200,0.99
Fish's Trip,2017-09-27,701960,0.99
Twickles,2017-09-28,695110,6.99
Harald: A Game of Influence,2017-09-28,648340,4.99
Hippo Sports,2017-09-28,698480,6.99
Crazy Dreamz: MagiCats Edition,2017-09-28,690610,0.0
Low Desert Punk,2017-09-28,709400,0.99
Operator Overload,2017-09-28,499140,12.99
Rainbow Step,2017-09-28,690400,2.99
Aw Nutz,2017-09-28,707000,4.99
Bai Qu - Digital Artbook,2017-09-28,696620,0.99
RPG Maker VX Ace - Pirate Ship Tiles,2017-09-28,721052,9.99
RPG Maker VX Ace - Tragedy and Drama,2017-09-28,721053,14.99
RPG Maker VX Ace - KHAS Ultra Lighting Script,2017-09-28,721054,19.99
RPG Maker VX Ace - Pop! Horror City Character Pack 1,2017-09-28,721050,6.99
RPG Maker MV - Fantastic Buildings: Medieval,2017-09-28,721060,9.99
RPG Maker VX Ace - Ancient Dungeons: Winter,2017-09-28,721051,19.99
Kritika Online,2017-09-28,439350,44.98
Kritika Online: Free Elite Player's Pack,2017-09-28,717030,0.0
Kritika Online: Elite Starter Pack,2017-09-28,717031,14.99
Kritika Online: Elite Costume Pack,2017-09-28,717032,29.99
Train Simulator: Gatwick Express BR Class 460 'Juniper' EMU Add-On,2017-09-28,562373,19.99
Cyberoque,2017-12-22,688370,4.99
Total War: WARHAMMER II,2017-09-28,594570,59.99
World of Guns: US Army Guns Pack #1,2017-09-27,724020,9.99
战术狂想1(Chimera of Tactics 1),2017-09-27,706920,0.99
Woodlands,2017-09-27,646100,9.99
Glitch Simulator OST (Soundtrack),2017-09-27,702840,0.0
Iron Knight,2017-09-27,714670,1.99
Glitch Simulator 2018,2017-09-27,702090,2.99
The Guild 3,2017-09-26,311260,29.99
EVE: Valkyrie – Warzone x11 Gold Capsule,2017-09-26,708522,9.99
Hob,2017-09-26,404680,19.99
Hob Official Soundtrack (FLAC+MP3),2017-09-26,719530,9.99
Project Nimbus,2017-09-26,257030,19.99
RAID: World War II,2017-09-26,414740,39.99
RAID: World War II Special Edition Upgrade,2017-09-26,707080,24.99
Crazy Mob,2017-09-26,709890,3.99
The Surprising Adventures of Munchausen,2017-09-26,696710,8.99
"Cook, Serve, Delicious! 2!! Original Soundtrack",2017-09-26,713690,4.99
Placement,2017-09-26,700920,1.99
RAID: World War II Soundtrack,2017-09-26,720860,9.99
Multiplayer Mini-Golf Game Source Code (Full Project),2017-09-26,704340,0.0
Fantasy Grounds - Chaotic Creatures (Token Pack),2017-09-26,722740,4.99
Fantasy Grounds - Lost Library of Thoth (5E),2017-09-26,710000,5.99
Snake Treasure Chest,2017-10-10,721470,1.99
Fantasy Grounds - Tome of Beasts Pack 1 (Token Pack),2017-09-26,722690,7.99
Rocksmith® 2014 Edition – Remastered – Rockin’ Covers Song Pack,2017-09-26,637743,9.99
Fantasy Grounds - Pathfinder Iconic Portrait Pack (PFRPG),2017-09-26,717100,0.0
Rocksmith® 2014 Edition – Remastered – Goldfinger - “99 Red Balloons”,2017-09-26,637744,2.99
Rocksmith® 2014 Edition – Remastered – Seether - “Careless Whisper”,2017-09-26,637746,2.99
Rocksmith® 2014 Edition – Remastered – Marilyn Manson - “Tainted Love”,2017-09-26,637745,2.99
Rocksmith® 2014 Edition – Remastered – Halestorm - “Bad Romance”,2017-09-26,637747,2.99
Temple Escape,2017-09-26,712380,0.99
EVE: Valkyrie – Warzone x5 Gold Capsule,2017-09-26,708521,4.99
EVE: Valkyrie – Warzone x50 Gold Capsule,2017-09-26,708530,39.99
Blanco Original Soundtrack,2017-09-18,705200,0.99
EVE: Valkyrie – Warzone x2 Gold Capsule,2017-09-26,708520,1.99
EVE: Valkyrie – Warzone Drifter Pack,2017-09-26,700800,4.99
Pinball FX3 - Marvel Pinball Vengeance and Virtue Pack,2017-09-26,646661,9.99
Pinball FX3 - Marvel Pinball Original Pack,2017-09-26,646660,9.99
Pivot Puzzles,2017-09-26,713830,1.99
Pinball FX3 - Core Collection,2017-09-26,646673,9.99
Fantasy Grounds - Heroic Characters 17 (Token Pack),2017-09-26,722710,4.99
Pinball FX3 - Marvel Pinball Avengers Chronicles,2017-09-26,646662,9.99
Pinball FX3 - Marvel's Women of Power,2017-09-26,646663,6.99
Pinball FX3 - Star Wars™ Pinball,2017-09-26,646664,9.99
Pinball FX3 - Star Wars™ Pinball: Heroes Within,2017-09-26,646666,9.99
Pinball FX3 - Star Wars™ Pinball: The Force Awakens Pack,2017-09-26,646667,4.99
Pinball FX3,2017-09-26,442120,202.76
Pinball FX3 - Bethesda® Pinball,2017-09-26,646668,10.99
Pinball FX3 - Balls of Glory Pinball,2017-09-26,646669,9.99
Pinball FX3 - Aliens vs Pinball,2017-09-26,646670,9.99
Pinball FX3 - Iron & Steel Pack,2017-09-26,646671,4.99
Pinball FX3 - Zen Classics,2017-09-26,646672,9.99
Pinball FX3 - Marvel Pinball: Heavy Hitters,2017-09-26,657421,9.99
Pinball FX3 - Marvel Pinball: Cinematic Pack,2017-09-26,657422,9.99
Pinball FX3 - Marvel Pinball: Marvel Legends Pack,2017-09-26,657420,9.99
Pinball FX3 - Medieval Pack,2017-09-26,657423,4.99
Pinball FX3 - Star Wars™ Pinball: Balance of the Force,2017-09-26,646665,9.99
Retro Dungeons,2017-09-26,709220,0.99
"BLUE REFLECTION - Sailor Swimsuits set A (Hinako, Sarasa, Mao)",2017-09-26,688241,5.99
BLUE REFLECTION - Season Pass,2017-09-26,704150,79.99
"BLUE REFLECTION - Sailor Swimsuits set B (Yuzu, Shihori, Kei)",2017-09-26,688242,5.99
Pinball FX3 - Sci-Fi Pack,2017-09-26,657424,9.99
"BLUE REFLECTION - Sailor Swimsuits set C (Lime, Fumio, Chihiro)",2017-09-26,688243,5.99
"BLUE REFLECTION - Sailor Swimsuits set D (Sanae, Ako, Yuri)",2017-09-26,688244,5.99
"BLUE REFLECTION - Sailor Swimsuits set E (Rin, Kaori, Rika)",2017-09-26,688245,5.99
BLUE REFLECTION - Arland Maid Costumes (Yuzuki),2017-09-26,688246,5.99
BLUE REFLECTION - Arland Maid Costumes (Lime),2017-09-26,688247,5.99
Magic Potion Destroyer,2017-09-26,676910,9.99
Hentai,2017-09-23,704550,0.99
Hex: Origins,2017-09-23,695420,4.99
MineFight,2017-09-23,682970,0.0
Once upon a time,2017-09-24,566410,0.0
Project X,2017-09-24,662380,3.99
Drift (Over) Drive,2017-09-24,447920,0.99
Viewpoints - Radioactive Edition,2017-09-26,719900,199.99
The jungle,2017-09-25,709720,1.99
Chromasia,1900-01-01,689470,0.0
Airstrike One,2017-09-25,713600,0.99
Planet Coaster - Spooky Pack,2017-09-25,710490,10.99
Fruit Sudoku🍉 3,2017-09-25,711090,0.99
Fruit Sudoku🍉 2,2017-09-25,711080,0.99
Fruit Sudoku🍉 4,2017-09-25,711100,0.99
Bloodlines of Prima,2017-09-25,686090,9.99
Photon Flux,2017-09-25,632580,7.99
Real ★1942★,2017-09-02,710390,0.99
Fantasy Grounds - Mythic Monsters #10: Sea Monsters (PFRPG),2017-09-25,718420,7.99
Crimson Sword Saga: Tactics,2017-09-25,709670,0.99
Fantasy Grounds - Mythic Monsters #8: Abyssal (PFRPG),2017-09-25,718460,7.99
Fantasy Grounds - A08: Search for the Tri-Stone (5E),2017-09-25,718480,6.99
Fantasy Grounds - Islands of Plunder: Scourge of the Steaming Isle (5E),2017-09-25,718390,5.99
Sentient Noir: the Dark and Dank,2017-09-22,695010,0.0
Niche - a genetics survival game,2016-09-15,440650,17.99
Niche - a genetic survival game Soundtrack,2017-09-21,712900,3.99
"Warhammer 40,000: Space Wolf - Exceptional Card Pack",2017-09-21,710300,2.99
"Warhammer 40,000: Space Wolf",2017-09-21,553210,17.99
Pylon: Rogue,2017-09-21,386100,14.99
Holdfast: Nations At War,2017-09-21,589290,19.99
Ancient Frontier,2017-09-21,521790,24.99
Friday the 13th: The Game - Spring Break 1984 Clothing Pack,2017-09-21,702660,1.99
One Night You're Crazy,2017-09-21,697800,0.99
Brinko,2017-09-21,701020,0.99
The Stray,2017-08-21,713400,0.99
Project CARS 2 Season Pass,2017-09-21,648301,29.99
Zaccaria Pinball - Farfalla 2017 Table,2017-09-21,699090,2.99
Scarlett's Dungeon,2017-09-22,704950,1.99
HumanKind: The Awakening,2017-09-21,687280,0.0
Keyboard Killers,2017-09-21,699240,0.99
Age of Gladiators II,2017-09-21,639300,19.99
The Search Soundtrack,2017-09-21,720110,0.0
Tabletopia - Sub Terra + Expansions,2017-09-21,409570,5.99
DC Universe Online™ - Episode 29: Riddled With Crime,2017-09-21,720900,4.99
My Factory 我的工厂,2017-09-21,702080,6.99
SteamWorld Dig 2 OST Feat. El Huervo,2017-09-22,718690,9.99
Tactics 2: War,2017-09-22,707770,9.99
OMSI 2 Add-on K-Bergbahn,2017-09-22,708171,0.0
Mighty Party: Kingsguy Pack,2017-09-22,714230,99.99
Nation War:Chronicles,2017-10-01,669320,10.99
Shroom,2017-09-21,712440,2.99
TS Marketplace: SECR 60FT Birdcage BR Crimson Add-on,2017-09-22,623263,4.99
LOGistICAL: Norway,2017-09-22,706380,6.99
TS Marketplace: SECR 60FT Birdcage SR Green Add-On,2017-09-22,623265,4.99
TS Marketplace: SECR 60FT Birdcage SECR Crimson Lake Add-On,2017-09-22,623264,4.99
Charlie the Duck,2017-09-22,691250,6.99
Costumenaut,2017-09-22,645240,6.99
Onager!,2017-09-22,705440,0.99
DCS: Spitfire LF Mk IX,2017-09-22,411920,49.99
Number World Adventure,2017-09-22,702300,4.99
Caligo,2017-09-22,629840,5.99
Raiders of the Broken Planet - Eternal Soldier Campaign,2017-09-22,436180,0.0
My Little Worms,2017-09-22,703210,0.99
Raiders of the Broken Planet - Alien Myths Campaign,2017-09-22,462600,9.99
Smart Junior Academy - Autumn,2017-09-01,709160,8.99
SteamWorld Dig 2,2017-09-22,571310,19.99
Achievement Hunter: Dogger,2017-09-22,707600,0.99
Deep,2017-08-25,666430,4.99
SpaceShot,2017-09-19,675940,0.99
Idle Champions of the Forgotten Realms - Bruenor's Starter Pack,2017-09-20,714850,9.99
Idle Champions of the Forgotten Realms - Celeste's Starter Pack,2017-09-20,714860,19.99
Idle Champions of the Forgotten Realms - Nayeli's Starter Pack,2017-09-20,714861,29.99
Unbalance,2017-09-20,693300,0.99
Legion Tale,2017-09-20,604040,4.99
Fantasy Grounds - Mini-Dungeon #026: Sanctuary of Exsanguination (5E),2017-09-20,614350,2.99
Fantasy Grounds - Mini-Dungeon #023: The Aura of Profit (5E),2017-09-20,614300,2.99
Autocraft,2017-09-20,287220,9.99
Miner Ultra Shooter,2017-09-20,708610,1.99
openCanvas 7,2017-09-20,398810,59.99
MEG 9: Lost Echoes,2017-09-20,405190,11.99
Tricolour Lovestory,2017-09-20,668630,1.99
Containment Corps,2017-09-21,693830,9.99
Fantasy Grounds - 5E Mini-Dungeon #022: Pleasure Den (5E),2017-09-20,614290,2.99
Dr. Cares - Pet Rescue 911,2017-09-21,679770,12.99
SnappleNoid,2017-10-10,710080,0.99
Crossout - The Tramp Pack,2017-09-21,708500,49.99
Crossout - The Inventor pack,2017-09-21,719670,69.99
Crossout - Snake Bite Pack,2017-09-21,708490,9.99
Monster partner,2017-09-21,701620,1.99
A Plot Story,2017-08-31,699160,4.99
SPIIIDERS,2017-09-21,711310,14.99
Trivia Vault: Mini Mixed Trivia 4,2017-09-21,710120,0.99
Train Simulator: BR Class 419 MLV BEMU Add-On,2017-09-21,621924,19.99
Blast Out,2017-09-21,391530,12.99
The Journey Down: Chapter Three,2017-09-21,579760,19.99
Stellaris: Synthetic Dawn Story Pack,2017-09-21,642750,9.99
Another Lost Phone: Laura's Story,2017-09-21,689910,2.99
Steel Division: Normandy 44 - Second Wave,2017-09-21,710800,7.99
Mystic Melee,2017-09-19,454770,14.99
JumpFist,2017-09-19,707470,4.99
Trivia Vault: Mini Mixed Trivia 3,2017-09-19,710110,0.99
Zombies Berserk,2017-09-19,693280,0.0
CHASER,2017-09-20,682640,4.99
Geometry World,2017-09-19,685120,0.99
Solenars Edge Rebirth: Nathuz Soundtrack,2017-09-19,698510,0.99
Story of the Survivor : Prisoner,2017-09-20,676210,1.99
Project Mercury,2017-09-19,702150,4.99
BLOKDODGE,2017-09-19,683670,0.0
The Thing: Space X,2017-09-20,709700,0.99
NosTale - Fairy Elemental Pack,2017-09-20,687251,19.99
Chess Ultra: Pantheon game pack,2017-09-20,638010,5.99
Megatronic Void,2017-09-12,706690,3.99
Robo-orders,2017-09-21,703750,0.99
Caves!,2017-09-20,704490,0.99
Magic and Challenge RPG,2017-09-20,704500,0.99
Dialogue: A Writer's Story,2017-09-20,654390,15.99
Guardians of Ember,2017-09-20,463680,14.99
Surviving in the forest,2017-09-20,704460,2.99
Guardians of Ember - Deluxe DLC,2017-09-20,679010,19.99
Guardians of Ember - Ultimate DLC,2017-09-20,679020,39.99
Morphite,2017-09-20,661740,14.99
Booty Diver,2017-03-25,651610,4.99
Supersonic Tank Cats,2017-09-20,701080,9.99
Goro,2017-09-19,710270,0.99
Interstellar Invaders,2017-09-20,680190,12.99
SpaceDweller,2017-09-20,599510,9.99
Super Hydorah,2017-09-20,628800,19.99
Pankapu - Episode 2,2017-09-20,522750,6.99
Outskirts,2017-09-20,532900,7.99
GUNS UP!,2017-09-20,446150,0.0
Terroir,2017-09-20,559910,14.99
Company of Heroes 2 - David Sheldrick Trust Charity Pattern Pack,2017-09-19,691120,14.99
Football Mogul 18,2017-09-19,683600,29.99
Rocksmith® 2014 Edition – Remastered – Thrice Song Pack,2017-09-19,637739,7.99
Rocksmith® 2014 Edition – Remastered – Thrice - “The Artist in the Ambulance”,2017-09-19,637740,2.99
Rocksmith® 2014 Edition – Remastered – Thrice - “Deadbolt”,2017-09-19,637741,2.99
Ogre - Deluxe Official Soundtrack,2017-09-19,677090,4.99
MachiaVillain,1900-01-01,555510,0.0
SWARMRIDER OMEGA,2017-09-19,714240,0.99
