app_name,release_date,id,precios
A Normal Lost Phone,2017-01-26,523210,1
Mainlining - Soundtrack,2017-01-26,579100,2
Mainlining - Art Book,2017-01-26,585130,0
Abyssal Zone,2017-01-26,537380,2
Witanlore: Dreamtime - Official Soundtrack,2017-01-24,573010,2
Slash It 2,2017-01-24,583760,1
Romance of the Three Kingdoms Ⅱ / 三國志Ⅱ,2017-01-24,521690,2
Witanlore: Dreamtime,2017-01-24,554570,2
Genghis Khan / 蒼き狼と白き牝鹿・ジンギスカン,2017-01-24,521650,2
NOBUNAGA’S AMBITION: Zenkokuban / 信長の野望･全国版,2017-01-24,521660,2
Splitmind,1900-01-01,341050,0
Heroes Evolved,1900-01-01,534820,0
Avorion,2017-01-23,445220,3
Nefarious,2017-01-23,448290,2
Dungeon Rushers - Veterans Skins Pack,2017-01-23,581950,1
Hellenica,2017-01-23,540690,3
"Fantasy Grounds - Trolls, Lizardmen and Rockmen Characters (Token Pack)",2017-01-23,581390,1
Fantasy Grounds - Summoned Helpers (Token Pack),2017-01-23,583230,1
Fantasy Grounds - Undead 2 (Token Pack),2017-01-23,582650,1
FourChords Guitar Karaoke - Luke Bryan,2017-01-19,563287,2
The Last Hope: Trump vs Mafia - North Korea,2017-01-20,581030,1
Death Penalty: Beginning,2017-01-23,570380,1
GoatPunks,2017-01-20,425450,2
The Legend of Dark Witch 2 （魔神少女エピソード２）,2017-01-20,555580,2
Soundtracks,2017-01-20,556460,2
How to shoot a criminal,2017-01-20,518130,2
Tactical Genius Online,2017-01-20,377150,0
DARIUSBURST Chronicle Saviours - Soukyuugurentai,2017-01-18,540681,1
DARIUSBURST Chronicle Saviours - Mahoudaisakusen,2016-01-18,540682,1
DARIUSBURST Chronicle Saviours - Battle Garegga,2017-01-18,540680,1
Once Upon an All Hallow's Eve,2017-01-18,581650,0
Werther Quest,2017-01-18,564720,1
Riot of the numbers,2017-01-19,579150,1
Red's Kingdom,2017-01-19,541240,2
ASSASSINATION BOX,2017-01-19,551550,2
Vzerthos: The Heir of Thunder,2017-01-19,536450,2
Extra Plinko Plays,2017-01-19,582090,0
Bulby - Diamond Course,2017-01-19,461390,1
Rage Against The Zombies,2017-01-18,556990,1
Other Worlds India,2017-01-20,576050,1
Rock-N-Rogue: A Boo Bunny Plague Adventure,2017-01-19,439530,1
Frequent Flyer,2017-01-20,554150,1
Unhappy Ever After,2017-01-20,552350,2
Euro Truck Simulator 2 - Romanian Paint Jobs,2017-01-20,558241,1
Euro Truck Simulator 2 - Australian Paint Jobs,2017-01-20,558242,1
Jumping Tank,2017-01-20,582430,1
Urban Empire,2017-01-20,352550,3
Save the Ninja Clan,2017-01-20,566670,1
Sable Maze: Sullivan River Collector's Edition,2017-01-20,569270,2
Conclave,2017-01-20,333990,2
Evertree Inn,2017-01-20,565980,1
Element TD,2017-01-20,578350,1
Lift It,2017-01-20,402220,1
2017 Edition Add-on - Power & Revolution DLC,2017-01-20,582150,2
Puzzle Puppers,2017-01-20,578430,1
FSX Steam Edition: Toposim North Africa Add-On,2017-01-19,536548,2
FSX Steam Edition: Toposim Middle East Add-On,2017-01-19,536547,3
Magic Box,2017-01-19,575750,1
"Warhammer 40,000: Sanctus Reach",2017-01-19,502370,3
Battle of Empires: 1914-1918 - Ottoman Empire,2017-01-19,550540,2
FSX Steam Edition: Fair Dinkum Flights Add-On,2017-01-19,536576,2
Train Simulator: Sacramento Northern: Suisun Bay – San Francisco Route Add-On,2017-01-19,376979,3
Hive Jump OST,2017-01-18,582930,1
Dark Dimensions: City of Fog Collector's Edition,2017-01-18,578360,2
Judas,2017-01-18,581820,1
Hive Jump,2017-01-18,295670,3
Mortifero Motus,2017-01-18,581470,1
The Wisbey Mystery,2017-01-18,575960,2
Easy English™ Platinum,2017-01-18,377030,3
RPG Maker MV - Future Steam Punk,2017-01-16,580051,2
Easy Spanish™ Platinum,2017-01-18,377010,3
Druid,2017-01-16,552390,1
FourChords Guitar Karaoke - Nickelback,2017-01-16,563288,2
Uno - Winter Theme,2017-01-17,571810,0
Repulsanoid,2016-11-04,550890,1
Baseball Riot,2015-12-09,567660,1
M.E.R.C.,2017-01-17,555010,3
Torn Tales,2017-01-17,388960,2
Teria,2017-01-17,557970,1
Super Rock Blasters!,2017-01-17,505290,2
Tom Clancy's Rainbow Six® Siege - Smoke Bushido Set,2017-01-17,568970,2
Monumental Failure,2017-01-17,573300,2
Outbreak,2017-01-17,514990,2
kuso,2017-11-07,578930,1
"Rocksmith® 2014 Edition  - Remastered – blink-182 - ""I Miss You""",2017-01-17,509699,1
Rocksmith® 2014 Edition – Remastered – blink-182 Song Pack II,2017-01-17,509704,2
Rocksmith® 2014 Edition – Remastered – blink-182 - “The Rock Show”,2017-01-17,509701,1
Rocksmith® 2014 Edition – Remastered – blink-182 - “Adam’s Song”,2017-01-17,509700,1
Don Bradman Cricket 17,2017-01-16,464850,3
Escape From Nazi Labs - Original Soundtrack,2017-01-19,582250,0
Pinkman,2017-01-16,516480,1
Barbara-ian,2017-01-16,380860,2
Haywire,2012-05-01,540450,1
DOA5LR High Society Costume Set,2017-01-16,572030,3
Dark Parables: Jack and the Sky Kingdom Collector's Edition,2017-01-13,578320,2
Judge Archer,2016-11-01,551070,1
Jackie Chan Presents: Amnesia,2017-01-03,569920,1
The World 3:Rise of Demon,1900-01-01,563730,0
Arena Hero,2017-01-13,576280,2
Burgers 2,2017-01-08,555890,1
Toricky,2017-01-13,477720,2
Swatcher,2017-01-13,579920,1
RYAN BLACK,2017-01-14,567600,1
The New Queen,2017-01-13,552570,2
RED,2016-12-25,573770,0
Toricky - OST by Hiroki Kikuta & Dale North,2017-01-16,551510,2
Toricky - Strategy Book,2017-01-13,580460,1
Fantasy Grounds - Hybrids (Token Pack),2017-01-13,580740,1
The Jackbox Party Pack 2 - Soundtrack,2017-01-13,577930,1
Fantasy Grounds - More Monsters (Token Pack),2017-01-13,580240,1
Fantasy Grounds - Mini-Dungeon #013: The Case of the Scrupulous Pawnbroker (PFRPG),2017-01-13,574460,1
Fantasy Grounds - Feasting at Lanterngeist (PFRPG),2017-01-13,580760,1
Fantasy Grounds - The Lost Library of Thoth (PFRPG),2017-01-13,580790,1
Pit People®,2017-01-13,291860,2
Fantasy Grounds - Black Magic (5E),2017-01-13,580290,1
The Jackbox Party Pack 3 - Soundtrack,2017-01-13,577810,1
Bearslayer,2017-01-13,460210,2
Ashes of the Singularity: Escalation - Dawn of the Singularity eBook,2017-01-13,520646,1
Ashes of the Singularity: Escalation - Soundtrack DLC,2017-01-13,520641,2
Zero-G,2017-01-13,567890,2
Winexy,2017-01-13,577740,1
Reckpunk,2014-09-30,495750,0
Bunny & Piggy - New Year Edition,2016-12-30,576350,0
Dungeon Rushers - Soundtrack and wallpapers,2017-01-12,577630,1
THE GREY MAN Official Soundtrack,2017-01-12,578400,1
High Profits,2017-01-12,545650,0
Atomic 79,2017-01-13,567370,1
STANDBY – Wallpapers,2017-01-12,578201,1
Mysterium - Hidden Signs,2017-01-13,563300,1
The Legends of Owlia,2016-06-01,569590,1
Laraan SoundTrack,2017-01-13,580160,1
Train Simulator: DB BR 18 Steam Loco Add-On,2017-01-12,376969,3
Mysterium: A Psychic Clue Game,2017-01-12,556180,2
Infinite Scuba®,2017-01-12,305700,2
FSX Steam Edition: Beechcraft T-34C Turbo Mentor Add-On,2017-01-12,500239,2
Pleasure in Dream,2017-01-15,575080,2
Zup! 3,2017-01-12,575640,1
"What The Heck, Dude?",2016-11-03,550670,1
Pixel Puzzles Ultimate - Puzzle Pack: Embers,2017-01-10,577311,1
The Novelist: Original Score,2017-01-10,577540,1
Pixel Puzzles Ultimate - Puzzle Pack: Samurai,2017-01-10,577312,1
Event[0] - Soundtrack,2017-01-10,571120,1
Project RPG,2017-01-10,455710,1
Pixel Puzzles Ultimate - Puzzle Pack: Elephants,2017-01-10,577310,1
Trainz Route: Chiyoda Branch Line,2017-01-10,536730,3
Ahnayro - Original Soundtrack,2017-01-10,572780,2
Brother Wings,2017-01-10,576540,1
The Last Sunshine,2017-01-10,390960,1
Low Magic Age,2017-01-10,576770,2
Fluffy,2017-01-13,578260,1
Pixel Puzzles Ultimate - Puzzle Pack: PP1 Japan,2017-01-11,577400,1
FSX Steam Edition: Toposim West Africa Add-On,2017-01-11,536571,2
FSX Steam Edition: Toposim Southern Africa Add-On,2017-01-11,536570,2
Final Core,2017-01-11,556250,1
Tales of Berseria™,2017-01-26,429660,3
Paranormal Pursuit: The Gifted One Collector's Edition,2017-01-10,569140,2
Euro Truck Simulator 2 - Michelin Fan Pack,2017-01-10,388471,1
"Minions, Monsters, and Madness",2017-01-10,566200,1
Rocksmith® 2014 Edition – Remastered – Jefferson Airplane - “Somebody To Love”,2017-01-10,509695,1
Rocksmith® 2014 Edition – Remastered – 60s Mix Song Pack II,2017-01-10,509698,2
Rocksmith® 2014 Edition – Remastered – The Mamas & The Papas - “California Dreamin’”,2017-01-10,509697,1
CLASH - Legacy Pack,2017-01-10,564260,1
Rocksmith® 2014 Edition – Remastered – Booker T. & the M.G.’s - “Green Onions”,2017-01-10,509696,1
Hearts of Chaos,2017-01-06,555410,1
Twisted,2017-01-06,565330,2
Pivot Pilot,2017-01-06,569360,2
Through the Mirror,2017-01-07,548720,1
Collision Course,2017-01-07,555400,2
Roadclub: League Racing,2017-01-08,437730,2
Word Killer: Revolution,2017-01-09,574630,1
Fantasy Grounds - Mini-Dungeon #012: Nekh-ta-Nebi's Tomb (PFRPG),2017-01-09,572790,1
Ladykiller in a Bind,2016-10-10,560000,3
Lemuria: Lost in Space,2017-03-17,563250,2
Ladykiller in a Bind — Original Soundtrack,2017-01-09,576920,2
TankCraft,2014-09-03,531520,1
Stone Age Wars,2017-01-09,521230,1
Nancy Drew®: The Secret of Shadow Ranch,2004-06-01,572740,2
Fantasy Grounds - Sanctuary of Belches (5E),2017-01-09,555840,2
STANDBY – Soundtrack,2017-01-09,578200,1
Vector 36 - Garage Upgrade 1 ( x2 slot ),2017-01-08,578770,1
Paul Pixel - The Awakening,2017-01-09,569050,1
Spirit of Maya,2017-01-06,576730,1
Don't Chat With Strangers,2017-01-06,533170,1
Match More,2017-01-06,468540,1
Mayan Prophecies: Ship of Spirits Collector's Edition,2017-01-06,568160,2
Fight or Die,2017-01-06,574810,1
Vex - World 2 Unlock,2017-01-06,574970,1
Vex - World 3 Unlock,2017-01-06,574971,1
Heroes of Dark Dungeon,2017-01-04,568670,2
hack_me,2016-11-02,526740,1
Pictopix,2017-01-05,568320,2
Kitten Squad,2017-01-04,547820,0
MHRD,2017-01-05,576030,2
Final Bravely,2017-01-05,576800,1
Spirit,2017-01-05,561010,1
Unalive,2017-01-05,574640,1
HoPiKo,2017-01-06,437390,2
Cecil B. Demented,2016-08-16,541710,1
Earth Girls Are Easy,2013-02-05,541680,1
Football Blitz,2017-01-04,516410,1
Space Hotel,2017-01-04,564900,1
MX vs. ATV Supercross Encore - 2017 Official Supercross Pack,2017-01-04,430324,3
Ride 2 Rising Sun Bikes Pack,2017-01-04,515130,2
Tom Clancy's Rainbow Six® Siege - Tachanka Bushido Set,2017-01-04,568960,2
Seduce Me 2: The Demon War Soundtrack,2016-05-20,575610,2
UNO,2016-12-08,470220,2
Button Tales - Original Soundtrack,2017-01-04,565310,1
Uno - Rayman Theme Cards,2016-12-08,560940,1
The Rainbow Kid,2016-11-01,549890,1
Operation Avalanche,2017-01-03,567400,1
Uno - Just Dance Theme Cards,2016-12-08,560941,1
Rocksmith® 2014 Edition – Remastered – U2 - “With or Without You”,2017-01-03,509689,1
Rocksmith® 2014 Edition – Remastered – U2 - “Sunday Bloody Sunday”,2017-01-03,509690,1
Rocksmith® 2014 Edition – Remastered – U2 - “Where the Streets Have No Name”,2017-01-03,509691,1
Rocksmith® 2014 Edition – Remastered – U2 - “Beautiful Day”,2017-01-03,509692,1
Rocksmith® 2014 Edition – Remastered – U2 Song Pack,2017-01-03,509694,2
Rocksmith® 2014 Edition – Remastered – U2 - “Vertigo”,2017-01-03,509693,1
Fantasy Grounds - Rippers Resurrected: Frightful Expeditions (Savage Worlds),2017-01-03,569980,3
Fantasy Grounds - Mini-Dungeon #011: Buta No Shiro (PFRPG),2017-01-03,572060,1
Fantasy Grounds - Islands of Plunder: Scourge of the Steaming Isle (PFRPG),2017-01-03,575260,1
Fantasy Grounds - Legendary Planet: The Scavenged Codex (5E),2017-01-03,574490,3
Fantasy Grounds - Scorpions of Perdition (PFRPG),2017-01-03,576220,2
Fantasy Grounds - Islands of Plunder: Raid on the Emperor's Hand (PFRPG),2017-01-03,575250,1
Fantasy Grounds - B03: It All Falls Down (5E),2017-01-03,576250,2
Fantasy Grounds - Dead Light (CoC7E),2017-01-03,576270,2
Fantasy Grounds - Modern 1 (Token Pack),2017-01-03,575230,1
Hawks Tactical,2017-01-02,571550,1
The Spirit Underneath,2017-01-02,562240,1
Blaite,2017-01-02,461730,1
Word Killer: Zorgilonian Chronicles,2016-01-02,574620,1
Nuclear Contingency,2017-01-02,540900,1
The Strayed,2016-12-26,567620,1
Blink the Bulb,2017-01-02,534190,0
Your Star,2017-01-02,520080,1
Wormhole City,2017-01-02,434300,1
Gnomes vs. Fairies: Greckel's Quest - OST,2016-12-29,575190,1
Azkend 2: The World Beneath,2012-03-14,550440,2
MAXCONTROL,1900-01-01,508460,0
The Universim,1900-01-01,352720,0
Mad Nords: Probably an Epic Quest Soundtrack,2016-12-30,575930,1
Disastr_Blastr - Soundtrack_to_Disastr,2016-12-30,572340,1
POLYWAR,2016-12-30,444490,1
Sierra Ops,1900-01-01,364210,0
Fantasy Grounds - Space Characters (Token Pack),2017-01-03,573500,1
Let's Draw,2016-12-30,575490,1
Shuttle Siege,2016-12-30,519020,1
Control Craft 3,2016-12-30,490910,1
Mistwood Heroes,2016-12-30,573210,1
Pixel Puzzles Ultimate - Puzzle Pack: Holidays,2016-12-30,574990,0
Score a goal (Physical football),2016-12-28,574030,1
MasterCook 15,2015-05-29,372980,3
Blind Love,2015-06-28,568020,1
panGEMic,2016-06-23,547540,0
Paranormal Teens,2016-12-28,549770,0
Skeet: VR Target Shooting - Thank You Bronze,2016-12-28,567420,1
HoCWar,2016-12-29,512560,0
Gerty - Robots In Love,1900-01-01,516360,0
Stern Pinball Arcade: Harley Davidson,2016-12-27,569245,1
Stern Pinball Arcade: High Roller Casino,2016-12-27,569248,1
Stern Pinball Arcade: Starship Troopers,2016-12-27,569242,1
Stern Pinball Arcade: Mustang,2016-12-27,569249,2
Stern Pinball Arcade: Phantom of the Opera,2016-12-27,569247,1
Stern Pinball Arcade: Last Action Hero,2016-12-27,569246,1
Stern Pinball Arcade: Ripley's Believe It Or Not!,2016-12-27,569240,1
Stern Pinball Arcade: Star Trek,2016-12-27,569241,2
HardCube: New Year Holidays,2016-12-25,574680,0
Fighters Unleashed,2016-12-27,566560,2
Holiday Bonus GOLD,2016-12-27,572760,2
Strike Squadron: Caracará,2016-12-27,507340,1
RPG Maker MV - Samurai Classics: Temple of Darkness,2016-12-27,573640,2
Pinball Parlor,2016-12-24,514570,2
RPG Maker MV - Samurai Classics Music Resource Pack,2016-12-27,572400,2
KYOTO TANOJI QUEST,2016-12-24,558680,0
Heaven Island VR MMO - Artworks,2016-12-26,573920,0
Tim Allen: Men Are Pigs,1990-09-07,574380,1
Tim Allen: ReWires America,1991-12-09,573890,1
Borealis,2016-12-23,565510,1
Gallagher: That's Stupid,1982-01-01,571920,1
99Vidas,2016-12-22,557040,2
Heroine Anthem Zero - Original Soundtrack,2016-12-23,571670,1
REVIVAL RESET,2016-12-22,558010,3
Heroine Anthem Zero,2016-12-23,537990,2
Off-Road Super Racing,2016-12-17,556720,0
sZone - Cat Mask,2016-12-23,572470,1
sZone - Rabbit Mask,2016-12-23,572390,1
sZone - Bear Mask,2016-12-23,572420,1
sZone - Evil Rabbit,2016-12-23,572930,2
sZone - Cheburashka Mask,2016-12-23,572490,2
Helen Alone,2016-12-23,565360,1
sZone - Imperial Hat,2016-12-23,573150,2
Kids vs Monsters,2016-12-23,565370,1
SoulHunt,2016-12-23,500420,2
Advanced Gaming Platform::Epica,2016-12-22,398120,2
Box Maze - Xmas Skins Pack,2016-12-22,569740,1
Grim Dawn - Steam Loyalist Items Pack,2016-12-22,565610,2
Game Royale 2 - The Secret of Jannis Island,2016-12-22,567010,1
The Metronomicon - Deck the Dubstep,2016-12-22,567900,0
The Black Watchmen - Alone in the Dark Web,2016-12-22,569850,1
Button Tales,2016-12-22,545590,1
Nevermind Soundtrack Vol. 2,2016-12-22,572750,2
Heaven Island LIFE - Artworks,2016-12-26,573880,0
Cranks and Goggles,2016-12-21,451990,2
Realm of the Mad God: Free Welcome Pack,2016-12-21,556880,0
Guardians of Orion,2015-12-01,407840,1
WORLD END ECONOMiCA episode.03,2016-12-21,527190,2
The Renegades of Orion 2.0 - Redux,2016-12-20,572190,1
Memory's Dogma CODE:01 - Original Soundtrack,2016-12-21,570800,2
Redout - Soundtrack,2016-12-21,570930,2
Redout - Digital Artbook,2016-12-21,573350,1
Zombie Vikings: Stab-a-thon,2016-12-22,566910,0
Army of Tentacles: Winter of Steam,2016-12-21,476570,0
Remain,2016-12-21,569490,1
Aerofly FS 2 - Northeastern USA,2016-12-21,570310,2
Ancient Guardian,2016-12-21,557580,2
Sullen,2016-12-21,547210,1
Angel Express (Tokkyu Tenshi) - OST,2016-12-21,571440,0
Happy Maze,2016-12-21,542280,1
Guardians of Ember - Demigod DLC,2016-12-21,526002,0
Able Black,2016-12-21,557570,1
A Tale of Caos: Overture,2016-12-21,500320,2
Street Fighter® V - 2016 Holiday Pack,2016-12-20,480540,2
Vertigo - Original Soundtrack,2016-12-20,526860,1
Wanderland,2016-12-20,545820,0
Duckles: the Jigsaw Witch,2016-12-20,512700,2
Deepwater Horizon,2016-12-20,538290,3
Middle School: The Worst Years of My Life,2016-10-07,538300,1
FIGHTING SPACE,2016-12-20,556090,1
Civilization VI - Vikings Scenario Pack,2016-12-20,512032,1
Civilization VI - Poland Civilization & Scenario Pack,2016-12-20,512033,1
Assetto Corsa - Porsche Pack III,2016-12-20,540711,2
Street Fighter V - Season 2 Character Pass,2016-12-20,480530,3
Shantae: Half-Genie Hero,2016-12-20,253840,3
Distant Space,2016-12-20,569610,1
Fantasy Grounds - Shadowpunk (Token Pack),2016-12-20,571900,1
Fantasy Grounds - Savage Suzerain Players Guide (Savage Worlds),2016-12-20,569600,2
Fantasy Grounds - 1 on 1 Adventures #4: The Sixth Cavalier (PFRPG/3.5E),2016-12-20,569930,2
Fantasy Grounds - Call of Cthulhu: Crack'd and Cook'd Manse (CoC),2016-12-20,570560,1
Fantasy Grounds -  Forest of Fallen Giants (Map Pack),2016-12-20,572120,2
Fantasy Grounds - Wild West Pack 1 (Token Pack),2016-12-20,572770,1
Fantasy Grounds - Sewer (Map Pack),2016-12-20,572840,2
Seraph - Praetor (Costume Pack),2016-12-20,567850,1
Tom Clancy's The Division™ - Parade Pack,2016-12-20,569000,2
FourChords Guitar Karaoke - Kelly Clarkson,2016-12-20,563286,2
3D Arcade Fishing,2016-12-20,534910,2
Ticket to Ride - Germany,2016-12-20,350272,1
Aragami - Assassin Masks Set,2016-12-20,564400,0
Hero Siege - Maniac Gunner Pirate (Skin),2016-12-20,564730,1
Retro Parking,2016-12-14,535280,1
Retro Parking Demo,2016-12-11,539250,0
Gulman 4: Still alive,2016-12-20,559900,2
Robocraft - Premium for Life Pack,2016-12-20,570960,3
The Mine,2016-12-20,569520,1
5-in-1 Pack - Monument Builders: Destination USA,2016-12-20,564340,2
Watch_Dogs® 2 - Guru Pack,2016-12-20,525016,2
Watch_Dogs® 2 - EliteSec Pack,2016-12-20,525017,2
Watch_Dogs® 2 - Black Hat Pack,2016-12-20,525014,2
Tom Clancy's Rainbow Six® Siege - Blitz Bushido Set,2016-12-20,568950,2
Watch_Dogs® 2 - Supreme Pack,2016-12-20,558391,2
Revenge of the Spirit: Rite of Resurrection,2016-12-20,491020,2
Acro Storm,2016-12-28,546610,1
Angels of Death,2016-12-19,537110,2
UFO Online: Invasion - Implants Kit,2016-12-20,561990,1
Game Character Hub PE: DS Generator Parts,2016-12-20,531601,2
Crypt Cards - Original Soundtrack,2016-12-20,555250,1
Duo,2016-12-19,568200,1
FourChords Guitar Karaoke - Lenny Kravitz,2016-12-19,565352,1
Forge of Gods: Promote pack,2016-12-19,537324,3
EEP 13 Expert upgrade,2016-12-19,542021,3
EEP 13,2016-12-19,541270,3
Christmas Eve: Midnight's Call Collector's Edition,2016-12-19,565630,2
Heroes Must Die the Show,2016-04-14,569030,1
Juniper Theory,2017-11-07,564140,2
Toxic Terror Episode 2: The Lich's Lair,2016-12-16,571820,1
Mansions of Madness - What Lies Within,2016-12-19,558370,1
Behind the Memory,2016-11-25,568340,1
Age of Empires II HD: Rise of the Rajas,2016-12-19,488060,2
The Turkey of Christmas Past,2016-12-19,565540,2
Juno's Darkest Hour,2016-12-19,516120,1
Juno's Darkest Hour - Soundtrack,2016-12-19,570450,1
Investigator - New Year DLC,2016-12-19,571850,1
No Seat?,2016-12-19,432270,1
Power Overwhelming,2016-12-18,542700,1
Resident Evil 7 / Biohazard 7 Teaser: Beginning Hour,2016-12-18,530620,0
Atomic Reconstruction,2016-09-28,568500,1
Random Journey,2016-12-19,495740,1
Where are my Internets?,2016-12-16,521580,1
Christmas Stories: Nutcracker Collector's Edition,2016-12-16,565600,2
FISH LAKE,2016-12-16,529610,2
Rumble Fighter: Unleashed,2016-12-15,357500,0
Pixel Puzzles Ultimate - Puzzle Pack: Wolves,2016-12-16,569400,0
Clicker Guild,2016-12-16,557810,0
Masky,2016-12-16,554800,1
Lobotomy Corporation | Monster Management Simulation,2016-12-16,568220,3
Alicia Griffith – Lakeside Murder,2016-12-16,569380,2
Volleyball Unbound - Pro Beach Volleyball,2016-12-16,518040,2
Sentinels of the Multiverse - Vengeance,2016-12-16,467511,2
MAGICAL×SPIRAL,2016-12-20,521510,2
iFactor,2016-01-09,553570,1
Xmas Shooting - Scramble!!,2016-12-16,560050,1
Castle Battles,2016-12-16,568370,2
Access Denied,2016-12-16,562570,1
Tabletop Simulator - Tiny Epic Western,2016-12-16,468736,1
Satellite Command,2016-12-16,514670,2
VERSUS: The Elite Trials,2016-12-16,568610,1
Zaccaria Pinball - Space Shuttle 2016 Table,2016-12-16,570120,1
8-Bit Invaders! - Soundtrack,2016-12-16,550710,1
Alchemic Jousts,2016-12-16,516890,2
ASTRONEER,2016-12-15,361420,3
peakvox Route Candle for Steam,2016-12-15,552210,1
Snowball!,2016-12-16,546550,1
J.A.C.K.,2016-12-15,496450,2
Little Kingdom 2,2016-12-15,554590,2
Rule Your School,2016-12-15,566550,1
American Truck Simulator - Christmas Paint Jobs Pack,2016-12-16,566890,1
VERSUS: The Elite Trials - WorningBird Hints,2016-12-16,568630,1
FSX Steam Edition: AH-64D Apache Longbow™ Add-On,2016-12-16,500232,3
CyberLink PowerDirector 15 Ultimate,2016-12-16,501620,3
FourChords Guitar Karaoke - Holiday Song Pack,2016-12-16,570300,2
Super Blue Boy Planet,2016-12-16,560260,0
Minimal,2016-12-16,448550,1
Legend of Merchant,2016-12-16,543140,1
Fantasy Grounds -  Mini-Dungeon #001: Buried Council Chambers (PFRPG),2016-12-16,560140,1
Fantasy Grounds -  Mini-Dungeon #002: Hobgoblin Lair (PFRPG),2016-12-16,560390,1
Fantasy Grounds - Mini-Dungeon #004: Summoner's Remorse (PFRPG),2016-12-16,561290,1
Fantasy Grounds - Mini-Dungeon #003: Shrine of the Earth Barons (PFRPG),2016-12-16,560680,1
Fantasy Grounds - Mini-Dungeon #005: The Soularium (PFRPG),2016-12-16,561830,1
Time Leap Paradise SUPER LIVE!,2016-12-15,532770,2
Time Leap Paradise SUPER LIVE! Encore Pack,2016-12-15,551790,2
Virtual Battlemap DLC - Deserts,2016-12-15,563440,2
Fantasy Grounds - Mini-Dungeon #006: Abandoned Shrine (PFRPG),2016-12-16,563640,1
CAFE 0 ~The Sleeping Beast~ - Original Soundtrack,2016-12-15,562891,2
Mobile Astro,2016-12-15,565110,1
Swingin Swiggins,2016-12-15,552800,1
peakvox Mew Mew Chamber for Steam,2016-12-15,552200,1
Zeus + Poseidon,2016-12-15,566050,2
Pharaoh + Cleopatra,1999-10-31,564530,2
Train Simulator: Peninsula Corridor: San Francisco – San Jose Route Add-On,2016-12-15,448190,3
Arma 3 Community Guide Series,2013-03-07,544940,0
BOTOLO,2016-12-15,546100,2
Kennedy and Kitchens Spotter Audio,2016-12-15,561812,1
Challenge Pack 4,2016-12-15,561810,1
Paint Scheme Pack 9,2016-12-15,561815,1
Paint Scheme Pack 8,2016-12-15,561814,1
Toyota Paint Scheme Pack 4,2016-12-15,561816,0
Toyota Challenge Pack 4,2016-12-15,561811,0
Castle Torgeath: Descent into Darkness,2016-01-22,431870,2
Riders of Icarus: Elite Ranger's Fury Package,2016-12-15,565000,2
Riders of Icarus: Heroic Ranger's Fury Package,2016-12-15,565001,3
Riders of Icarus: Legendary Ranger's Fury Package,2016-12-15,565002,3
Fantasy Grounds - Cold Mountain (5E),2016-12-15,563650,2
Fantasy Grounds - Savage Worlds: Winter Eternal,2016-12-15,520390,2
Fantasy Grounds - Winter Eternal Adventure Guide: The wastelands (Savage Worlds),2016-12-15,566590,1
Fantasy Grounds - Mini-Dungeon #019: The Goblin Warren (5E),2016-12-15,557230,1
Fantasy Grounds - Mini-Dungeon #020: Sepulchre of the Witching Hour's Sage (5E),2016-12-15,559800,1
Fantasy Grounds - Under Frozen Stars (PFRPG),2016-12-15,570030,1
Ant-gravity: Tiny's Adventure,2016-12-15,522890,2
Bamboo EP,2016-12-15,561190,2
FourChords Guitar Karaoke - EDM Essentials III,2016-12-15,563284,1
FSX Steam Edition: B-47 Stratojet™ Add-On,2016-12-15,491494,2
Pandarama: The Lost Toys,2016-12-15,562660,1
Endless Fables: The Minotaur's Curse,2016-12-15,504000,2
Return to Krondor,1998-11-30,564960,2
Police Quest: SWAT,1995-09-30,560350,2
The Butterfly Sign,2016-12-13,546700,1
NOBUNAGA'S AMBITION / 信長の野望,2016-12-13,544990,2
Aoki Ookami to Shiroki Mejika / 蒼き狼と白き牝鹿,2016-12-13,545000,2
Romance of the Three Kingdoms / 三國志,2016-12-13,521670,2
Grave Danger,2016-12-19,555720,2
Nother: an indie souls-like,2016-12-13,545720,2
A-Train PC Classic / みんなのA列車で行こうPC,2016-12-13,492090,3
Air Missions: HAVOC,2016-12-14,549970,1
Steel Ocean - Christmas Day Package,2016-12-14,557350,2
The Butterfly Sign - Original Soundtrack,2016-12-13,552760,1
"Happy Birthday, Bernard",2016-12-13,552330,1
Air Missions: HOKUM,2016-12-14,562820,1
Steel Ocean - Mega Merit Package 1,2016-12-14,557380,3
Fantasy Grounds - Under Frozen Stars (5E),2016-12-15,570020,2
Talisman - Character Pack #14 - Martial Artist,2016-12-14,267776,1
Talisman - Character Pack #15 - Saracen,2016-12-14,267777,1
Defense Zone 3 Ultra HD,2016-12-14,324520,1
Air Missions: HIP,2016-12-14,549971,1
GUILTY GEAR Xrd -REVELATOR-,2016-12-14,520440,3
Additional Playable Character KUM HAEHYUN,2016-12-14,550330,1
Super Dungeon Tactics,2016-12-14,463160,3
FourChords Guitar Karaoke - Christina Perri,2016-12-14,563281,1
InfinitasDM - Adventurer's Kit,2016-12-14,570430,3
Sally Face,2016-12-14,541570,1
Sally Face EPISODE TWO + Season Pass,2016-12-14,567990,2
DARIUSBURST Chronicle Saviours - Deathsmiles,2016-12-14,496971,1
DARIUSBURST Chronicle Saviours - ketsui,2016-12-14,496972,1
Car Mechanic Simulator 2015 - Bentley,2016-12-14,434900,2
